 , degree, betweeness, closeness, random
407.59410, 0.00000, 0.02389, 0.00000, 0.04199
407.80684, 0.00000, 0.02391, 0.00000, 0.04198
408.01957, 0.00000, 0.02394, 0.00000, 0.04198
408.23230, 0.00000, 0.02397, 0.00000, 0.04182
408.44503, 0.00000, 0.02399, 0.00000, 0.04337
408.65776, 0.00000, 0.02402, 0.00000, 0.04259
408.87050, 0.00000, 0.02404, 0.00000, 0.04275
409.08323, 0.00000, 0.02407, 0.00000, 0.04281
409.29596, 0.00000, 0.02410, 0.00000, 0.04281
409.50869, 0.00000, 0.02412, 0.00000, 0.04281
409.72142, 0.00000, 0.02415, 0.00000, 0.04265
409.93415, 0.00000, 0.02418, 0.00000, 0.04265
410.14689, 0.00000, 0.02420, 0.00000, 0.04267
410.35962, 0.00000, 0.02423, 0.00000, 0.04282
410.57235, 0.00000, 0.02426, 0.00000, 0.04282
410.78508, 0.00000, 0.02428, 0.00000, 0.04282
410.99781, 0.00000, 0.02431, 0.00000, 0.04298
411.21055, 0.00000, 0.02434, 0.00000, 0.04298
411.42328, 0.00000, 0.02436, 0.00000, 0.04298
411.63601, 0.00000, 0.02439, 0.00000, 0.04298
411.84874, 0.00000, 0.02328, 0.00000, 0.04298
412.06147, 0.00000, 0.02217, 0.00000, 0.04314
412.27420, 0.00000, 0.02220, 0.00000, 0.04315
412.48694, 0.00000, 0.02222, 0.00000, 0.04315
412.69967, 0.00000, 0.02225, 0.00000, 0.04331
412.91240, 0.00000, 0.02227, 0.00000, 0.04331
413.12513, 0.00000, 0.02230, 0.00000, 0.04331
413.33786, 0.00000, 0.02232, 0.00000, 0.04347
413.55059, 0.00000, 0.02235, 0.00000, 0.04346
413.76333, 0.00000, 0.02237, 0.00000, 0.04363
413.97606, 0.00000, 0.02240, 0.00000, 0.04379
414.18879, 0.00000, 0.02242, 0.00000, 0.04396
414.40152, 0.00000, 0.02245, 0.00000, 0.04396
414.61425, 0.00000, 0.02247, 0.00000, 0.04395
414.82699, 0.00000, 0.02250, 0.00000, 0.04395
415.03972, 0.00000, 0.02137, 0.00000, 0.04346
415.25245, 0.00000, 0.02140, 0.00000, 0.04346
415.46518, 0.00000, 0.02142, 0.00000, 0.04345
415.67791, 0.00000, 0.02144, 0.00000, 0.04362
415.89064, 0.00000, 0.02147, 0.00000, 0.04361
416.10338, 0.00000, 0.02149, 0.00000, 0.04361
416.31611, 0.00000, 0.02152, 0.00000, 0.04361
416.52884, 0.00000, 0.02154, 0.00000, 0.04361
416.74157, 0.00000, 0.02041, 0.00000, 0.04344
416.95430, 0.00000, 0.02043, 0.00000, 0.04344
417.16704, 0.00000, 0.02045, 0.00000, 0.04344
417.37977, 0.00000, 0.02048, 0.00000, 0.04324
417.59250, 0.00000, 0.02050, 0.00000, 0.04324
417.80523, 0.00000, 0.02052, 0.00000, 0.04258
418.01796, 0.00000, 0.02055, 0.00000, 0.04140
418.23069, 0.00000, 0.02057, 0.00000, 0.04140
418.44343, 0.00000, 0.02059, 0.00000, 0.04140
418.65616, 0.00000, 0.02062, 0.00000, 0.04155
418.86889, 0.00000, 0.02064, 0.00000, 0.04155
419.08162, 0.00000, 0.02067, 0.00000, 0.04140
419.29435, 0.00000, 0.02069, 0.00000, 0.04125
419.50708, 0.00000, 0.02071, 0.00000, 0.04140
419.71982, 0.00000, 0.02074, 0.00000, 0.04063
419.93255, 0.00000, 0.02076, 0.00000, 0.04063
420.14528, 0.00000, 0.02079, 0.00000, 0.04064
420.35801, 0.00000, 0.02081, 0.00000, 0.04064
420.57074, 0.00000, 0.02083, 0.00000, 0.04064
420.78348, 0.00000, 0.02086, 0.00000, 0.04064
420.99621, 0.00000, 0.02088, 0.00000, 0.04050
421.20894, 0.00000, 0.02091, 0.00000, 0.03973
421.42167, 0.00000, 0.02093, 0.00000, 0.03972
421.63440, 0.00000, 0.02095, 0.00000, 0.03972
421.84713, 0.00000, 0.02098, 0.00000, 0.03972
422.05987, 0.00000, 0.02100, 0.00000, 0.03972
422.27260, 0.00000, 0.02103, 0.00000, 0.03987
422.48533, 0.00000, 0.02105, 0.00000, 0.04049
422.69806, 0.00000, 0.02108, 0.00000, 0.04048
422.91079, 0.00000, 0.02110, 0.00000, 0.04048
423.12353, 0.00000, 0.02113, 0.00000, 0.04050
423.33626, 0.00000, 0.02115, 0.00000, 0.03973
423.54899, 0.00000, 0.02118, 0.00000, 0.03973
423.76172, 0.00000, 0.02120, 0.00000, 0.03973
423.97445, 0.00000, 0.02123, 0.00000, 0.03973
424.18718, 0.00000, 0.02125, 0.00000, 0.03973
424.39992, 0.00000, 0.02128, 0.00000, 0.03973
424.61265, 0.00000, 0.02130, 0.00000, 0.03948
424.82538, 0.00000, 0.02133, 0.00000, 0.03948
425.03811, 0.00000, 0.02135, 0.00000, 0.03948
425.25084, 0.00000, 0.02138, 0.00000, 0.03962
425.46357, 0.00000, 0.02140, 0.00000, 0.03962
425.67631, 0.00000, 0.02143, 0.00000, 0.03885
425.88904, 0.00000, 0.02145, 0.00000, 0.03899
426.10177, 0.00000, 0.02148, 0.00000, 0.03822
426.31450, 0.00000, 0.02151, 0.00000, 0.03822
426.52723, 0.00000, 0.02153, 0.00000, 0.03836
426.73997, 0.00000, 0.02156, 0.00000, 0.03822
426.95270, 0.00000, 0.02158, 0.00000, 0.03796
427.16543, 0.00000, 0.02161, 0.00000, 0.03810
427.37816, 0.00000, 0.02163, 0.00000, 0.03810
427.59089, 0.00000, 0.02166, 0.00000, 0.03810
427.80362, 0.00000, 0.02169, 0.00000, 0.03810
428.01636, 0.00000, 0.02171, 0.00000, 0.03810
428.22909, 0.00000, 0.02174, 0.00000, 0.03811
428.44182, 0.00000, 0.02177, 0.00000, 0.03811
428.65455, 0.00000, 0.02179, 0.00000, 0.03825
428.86728, 0.00000, 0.02182, 0.00000, 0.03839
429.08002, 0.00000, 0.02184, 0.00000, 0.03839
429.29275, 0.00000, 0.02187, 0.00000, 0.03824
429.50548, 0.00000, 0.02190, 0.00000, 0.03824
429.71821, 0.00000, 0.02192, 0.00000, 0.03747
429.93094, 0.00000, 0.02195, 0.00000, 0.03760
430.14367, 0.00000, 0.02198, 0.00000, 0.03761
430.35641, 0.00000, 0.02200, 0.00000, 0.03720
430.56914, 0.00000, 0.02203, 0.00000, 0.03694
430.78187, 0.00000, 0.02206, 0.00000, 0.03707
430.99460, 0.00000, 0.02209, 0.00000, 0.03707
431.20733, 0.00000, 0.02211, 0.00000, 0.03700
431.42006, 0.00000, 0.02088, 0.00000, 0.03635
431.63280, 0.00000, 0.02091, 0.00000, 0.03621
431.84553, 0.00000, 0.02094, 0.00000, 0.03621
432.05826, 0.00000, 0.02096, 0.00000, 0.04046
432.27099, 0.00000, 0.02099, 0.00000, 0.04060
432.48372, 0.00000, 0.02101, 0.00000, 0.04061
432.69646, 0.00000, 0.02104, 0.00000, 0.04033
432.90919, 0.00000, 0.01980, 0.00000, 0.04046
433.12192, 0.00000, 0.01983, 0.00000, 0.04061
433.33465, 0.00000, 0.01985, 0.00000, 0.04061
433.54738, 0.00000, 0.01988, 0.00000, 0.04120
433.76011, 0.00000, 0.01990, 0.00000, 0.04134
433.97285, 0.00000, 0.01993, 0.00000, 0.04134
434.18558, 0.00000, 0.01995, 0.00000, 0.04337
434.39831, 0.00000, 0.01998, 0.00000, 0.04337
434.61104, 0.00000, 0.02000, 0.00000, 0.04352
434.82377, 0.00000, 0.02003, 0.00000, 0.04281
435.03651, 0.00000, 0.02005, 0.00000, 0.04295
435.24924, 0.00000, 0.02008, 0.00000, 0.04310
435.46197, 0.00000, 0.01882, 0.00000, 0.04350
435.67470, 0.00000, 0.01884, 0.00000, 0.04335
435.88743, 0.00000, 0.01759, 0.00000, 0.04320
436.10016, 0.00000, 0.01761, 0.00000, 0.04249
436.31290, 0.00000, 0.01635, 0.00000, 0.04249
436.52563, 0.00000, 0.01637, 0.00000, 0.04250
436.73836, 0.00000, 0.01639, 0.00000, 0.04264
436.95109, 0.00000, 0.01641, 0.00000, 0.04264
437.16382, 0.00000, 0.01643, 0.00000, 0.04264
437.37656, 0.00000, 0.01646, 0.00000, 0.04252
437.58929, 0.00000, 0.01648, 0.00000, 0.04251
437.80202, 0.00000, 0.01650, 0.00000, 0.04251
438.01475, 0.00000, 0.01523, 0.00000, 0.04265
438.22748, 0.00000, 0.01525, 0.00000, 0.04250
438.44021, 0.00000, 0.01527, 0.00000, 0.04251
438.65295, 0.00000, 0.01529, 0.00000, 0.04251
438.86568, 0.00000, 0.01531, 0.00000, 0.04222
439.07841, 0.00000, 0.01533, 0.00000, 0.04236
439.29114, 0.00000, 0.01535, 0.00000, 0.04236
439.50387, 0.00000, 0.01536, 0.00000, 0.04250
439.71660, 0.00000, 0.01538, 0.00000, 0.04236
439.92934, 0.00000, 0.01540, 0.00000, 0.04250
440.14207, 0.00000, 0.01542, 0.00000, 0.04251
440.35480, 0.00000, 0.01544, 0.00000, 0.04143
440.56753, 0.00000, 0.01546, 0.00000, 0.04073
440.78026, 0.00000, 0.01548, 0.00000, 0.04059
440.99300, 0.00000, 0.01550, 0.00000, 0.04060
441.20573, 0.00000, 0.01552, 0.00000, 0.04049
441.41846, 0.00000, 0.01554, 0.00000, 0.04063
441.63119, 0.00000, 0.01556, 0.00000, 0.04063
441.84392, 0.00000, 0.01558, 0.00000, 0.04063
442.05665, 0.00000, 0.01560, 0.00000, 0.04076
442.26939, 0.00000, 0.01562, 0.00000, 0.04076
442.48212, 0.00000, 0.01565, 0.00000, 0.04133
442.69485, 0.00000, 0.01567, 0.00000, 0.04119
442.90758, 0.00000, 0.01569, 0.00000, 0.04051
443.12031, 0.00000, 0.01571, 0.00000, 0.04064
443.33305, 0.00000, 0.01573, 0.00000, 0.04077
443.54578, 0.00000, 0.01575, 0.00000, 0.04078
443.75851, 0.00000, 0.01577, 0.00000, 0.04131
443.97124, 0.00000, 0.01579, 0.00000, 0.04144
444.18397, 0.00000, 0.01581, 0.00000, 0.04144
444.39670, 0.00000, 0.01583, 0.00000, 0.04076
444.60944, 0.00000, 0.01585, 0.00000, 0.04089
444.82217, 0.00000, 0.01587, 0.00000, 0.04102
445.03490, 0.00000, 0.01589, 0.00000, 0.04079
445.24763, 0.00000, 0.01592, 0.00000, 0.04079
445.46036, 0.00000, 0.01594, 0.00000, 0.04079
445.67309, 0.00000, 0.01596, 0.00000, 0.04079
445.88583, 0.00000, 0.01598, 0.00000, 0.04079
446.09856, 0.00000, 0.01600, 0.00000, 0.04065
446.31129, 0.00000, 0.01602, 0.00000, 0.04079
446.52402, 0.00000, 0.01604, 0.00000, 0.04092
446.73675, 0.00000, 0.01606, 0.00000, 0.04023
446.94949, 0.00000, 0.01609, 0.00000, 0.04036
447.16222, 0.00000, 0.01611, 0.00000, 0.04049
447.37495, 0.00000, 0.01613, 0.00000, 0.04062
447.58768, 0.00000, 0.01615, 0.00000, 0.04063
447.80041, 0.00000, 0.01480, 0.00000, 0.04076
448.01314, 0.00000, 0.01482, 0.00000, 0.04022
448.22588, 0.00000, 0.01484, 0.00000, 0.04009
448.43861, 0.00000, 0.01486, 0.00000, 0.03995
448.65134, 0.00000, 0.01488, 0.00000, 0.03926
448.86407, 0.00000, 0.01491, 0.00000, 0.03913
449.07680, 0.00000, 0.01493, 0.00000, 0.03925
449.28954, 0.00000, 0.01495, 0.00000, 0.03856
449.50227, 0.00000, 0.01497, 0.00000, 0.03869
449.71500, 0.00000, 0.01361, 0.00000, 0.03881
449.92773, 0.00000, 0.01362, 0.00000, 0.03881
450.14046, 0.00000, 0.01364, 0.00000, 0.03881
450.35319, 0.00000, 0.01366, 0.00000, 0.03894
450.56593, 0.00000, 0.01368, 0.00000, 0.03893
450.77866, 0.00000, 0.01370, 0.00000, 0.03894
450.99139, 0.00000, 0.01372, 0.00000, 0.03907
451.20412, 0.00000, 0.01374, 0.00000, 0.03837
451.41685, 0.00000, 0.01376, 0.00000, 0.03837
451.62958, 0.00000, 0.01377, 0.00000, 0.03849
451.84232, 0.00000, 0.01379, 0.00000, 0.03850
452.05505, 0.00000, 0.01381, 0.00000, 0.03850
452.26778, 0.00000, 0.01383, 0.00000, 0.03863
452.48051, 0.00000, 0.01385, 0.00000, 0.03863
452.69324, 0.00000, 0.01387, 0.00000, 0.03850
452.90598, 0.00000, 0.01389, 0.00000, 0.03863
453.11871, 0.00000, 0.01391, 0.00000, 0.03876
453.33144, 0.00000, 0.01393, 0.00000, 0.03889
453.54417, 0.00000, 0.01395, 0.00000, 0.03889
453.75690, 0.00000, 0.01397, 0.00000, 0.03889
453.96963, 0.00000, 0.01399, 0.00000, 0.03902
454.18237, 0.00000, 0.01401, 0.00000, 0.03902
454.39510, 0.00000, 0.01403, 0.00000, 0.03879
454.60783, 0.00000, 0.01404, 0.00000, 0.03892
454.82056, 0.00000, 0.01406, 0.00000, 0.03905
455.03329, 0.00000, 0.01408, 0.00000, 0.03881
455.24603, 0.00000, 0.01410, 0.00000, 0.03882
455.45876, 0.00000, 0.01412, 0.00000, 0.03895
455.67149, 0.00000, 0.01414, 0.00000, 0.03871
455.88422, 0.00000, 0.01416, 0.00000, 0.03856
456.09695, 0.00000, 0.01418, 0.00000, 0.03844
456.30968, 0.00000, 0.01420, 0.00000, 0.03844
456.52242, 0.00000, 0.01422, 0.00000, 0.03857
456.73515, 0.00000, 0.01425, 0.00000, 0.03870
456.94788, 0.00000, 0.01427, 0.00000, 0.03883
457.16061, 0.00000, 0.01429, 0.00000, 0.03884
457.37334, 0.00000, 0.01431, 0.00000, 0.03897
457.58607, 0.00000, 0.01433, 0.00000, 0.03910
457.79881, 0.00000, 0.01435, 0.00000, 0.03910
458.01154, 0.00000, 0.01437, 0.00000, 0.03910
458.22427, 0.00000, 0.01439, 0.00000, 0.03924
458.43700, 0.00000, 0.01441, 0.00000, 0.03937
458.64973, 0.00000, 0.01443, 0.00000, 0.03951
458.86247, 0.00000, 0.01445, 0.00000, 0.03878
459.07520, 0.00000, 0.01447, 0.00000, 0.03877
459.28793, 0.00000, 0.01449, 0.00000, 0.03877
459.50066, 0.00000, 0.01304, 0.00000, 0.03935
459.71339, 0.00000, 0.01306, 0.00000, 0.03921
459.92612, 0.00000, 0.01308, 0.00000, 0.03921
460.13886, 0.00000, 0.01310, 0.00000, 0.03922
460.35159, 0.00000, 0.01312, 0.00000, 0.03977
460.56432, 0.00000, 0.01314, 0.00000, 0.03977
460.77705, 0.00000, 0.01316, 0.00000, 0.03909
460.98978, 0.00000, 0.01318, 0.00000, 0.03909
461.20252, 0.00000, 0.01320, 0.00000, 0.03838
461.41525, 0.00000, 0.01322, 0.00000, 0.03822
461.62798, 0.00000, 0.01324, 0.00000, 0.03835
461.84071, 0.00000, 0.01325, 0.00000, 0.03835
462.05344, 0.00000, 0.01327, 0.00000, 0.03848
462.26617, 0.00000, 0.01329, 0.00000, 0.03843
462.47891, 0.00000, 0.01331, 0.00000, 0.03819
462.69164, 0.00000, 0.01333, 0.00000, 0.03748
462.90437, 0.00000, 0.01185, 0.00000, 0.03761
463.11710, 0.00000, 0.01187, 0.00000, 0.03689
463.32983, 0.00000, 0.01189, 0.00000, 0.03701
463.54256, 0.00000, 0.01190, 0.00000, 0.03714
463.75530, 0.00000, 0.01192, 0.00000, 0.03727
463.96803, 0.00000, 0.01194, 0.00000, 0.03727
464.18076, 0.00000, 0.01196, 0.00000, 0.03715
464.39349, 0.00000, 0.01198, 0.00000, 0.03715
464.60622, 0.00000, 0.01199, 0.00000, 0.03727
464.81896, 0.00000, 0.01201, 0.00000, 0.03740
465.03169, 0.00000, 0.01203, 0.00000, 0.03753
465.24442, 0.00000, 0.01205, 0.00000, 0.03753
465.45715, 0.00000, 0.01207, 0.00000, 0.03766
465.66988, 0.00000, 0.01208, 0.00000, 0.03766
465.88261, 0.00000, 0.01210, 0.00000, 0.03766
466.09535, 0.00000, 0.01212, 0.00000, 0.03779
466.30808, 0.00000, 0.01214, 0.00000, 0.03644
466.52081, 0.00000, 0.01216, 0.00000, 0.03708
466.73354, 0.00000, 0.01218, 0.00000, 0.03707
466.94627, 0.00000, 0.01220, 0.00000, 0.03694
467.15901, 0.00000, 0.01221, 0.00000, 0.03706
467.37174, 0.00000, 0.01223, 0.00000, 0.03719
467.58447, 0.00000, 0.01225, 0.00000, 0.03719
467.79720, 0.00000, 0.01227, 0.00000, 0.03647
468.00993, 0.00000, 0.01229, 0.00000, 0.03622
468.22266, 0.00000, 0.01231, 0.00000, 0.03622
468.43540, 0.00000, 0.01233, 0.00000, 0.03622
468.64813, 0.00000, 0.01235, 0.00000, 0.03609
468.86086, 0.00000, 0.01236, 0.00000, 0.03622
469.07359, 0.00000, 0.01238, 0.00000, 0.03634
469.28632, 0.00000, 0.01240, 0.00000, 0.03635
469.49905, 0.00000, 0.01242, 0.00000, 0.03647
469.71179, 0.00000, 0.01244, 0.00000, 0.03660
469.92452, 0.00000, 0.01246, 0.00000, 0.03586
470.13725, 0.00000, 0.01248, 0.00000, 0.03599
470.34998, 0.00000, 0.01250, 0.00000, 0.03611
470.56271, 0.00000, 0.01252, 0.00000, 0.03537
470.77545, 0.00000, 0.01254, 0.00000, 0.03537
470.98818, 0.00000, 0.01256, 0.00000, 0.03538
471.20091, 0.00000, 0.01258, 0.00000, 0.03538
471.41364, 0.00000, 0.01260, 0.00000, 0.03550
471.62637, 0.00000, 0.01262, 0.00000, 0.03553
471.83910, 0.00000, 0.01264, 0.00000, 0.03565
472.05184, 0.00000, 0.01266, 0.00000, 0.03565
472.26457, 0.00000, 0.01268, 0.00000, 0.03566
472.47730, 0.00000, 0.01270, 0.00000, 0.03565
472.69003, 0.00000, 0.01272, 0.00000, 0.03566
472.90276, 0.00000, 0.01274, 0.00000, 0.03578
473.11550, 0.00000, 0.01276, 0.00000, 0.03591
473.32823, 0.00000, 0.01278, 0.00000, 0.03516
473.54096, 0.00000, 0.01280, 0.00000, 0.03516
473.75369, 0.00000, 0.01282, 0.00000, 0.03529
473.96642, 0.00000, 0.01284, 0.00000, 0.03517
474.17915, 0.00000, 0.01286, 0.00000, 0.03517
474.39189, 0.00000, 0.01288, 0.00000, 0.03516
474.60462, 0.00000, 0.01290, 0.00000, 0.03518
474.81735, 0.00000, 0.01292, 0.00000, 0.03531
475.03008, 0.00000, 0.01294, 0.00000, 0.03531
475.24281, 0.00000, 0.01297, 0.00000, 0.03543
475.45554, 0.00000, 0.01299, 0.00000, 0.03556
475.66828, 0.00000, 0.01301, 0.00000, 0.03569
475.88101, 0.00000, 0.01303, 0.00000, 0.03569
476.09374, 0.00000, 0.01305, 0.00000, 0.03581
476.30647, 0.00000, 0.01307, 0.00000, 0.03505
476.51920, 0.00000, 0.01309, 0.00000, 0.03518
476.73194, 0.00000, 0.01311, 0.00000, 0.03530
476.94467, 0.00000, 0.01314, 0.00000, 0.03543
477.15740, 0.00000, 0.01316, 0.00000, 0.03556
477.37013, 0.00000, 0.01318, 0.00000, 0.03557
477.58286, 0.00000, 0.01320, 0.00000, 0.03656
477.79559, 0.00000, 0.01322, 0.00000, 0.03656
478.00833, 0.00000, 0.01325, 0.00000, 0.03669
478.22106, 0.00000, 0.01327, 0.00000, 0.03656
478.43379, 0.00000, 0.01329, 0.00000, 0.03656
478.64652, 0.00000, 0.01331, 0.00000, 0.03541
478.85925, 0.00000, 0.01333, 0.00000, 0.03554
479.07199, 0.00000, 0.01336, 0.00000, 0.03554
479.28472, 0.00000, 0.01338, 0.00000, 0.03554
479.49745, 0.00000, 0.01340, 0.00000, 0.03554
479.71018, 0.00000, 0.01342, 0.00000, 0.03547
479.92291, 0.00000, 0.01345, 0.00000, 0.03560
480.13564, 0.00000, 0.01347, 0.00000, 0.03483
480.34838, 0.00000, 0.01349, 0.00000, 0.03483
480.56111, 0.00000, 0.01351, 0.00000, 0.03482
480.77384, 0.00000, 0.01354, 0.00000, 0.03405
480.98657, 0.00000, 0.01356, 0.00000, 0.03418
481.19930, 0.00000, 0.01358, 0.00000, 0.03340
481.41204, 0.00000, 0.01361, 0.00000, 0.03329
481.62477, 0.00000, 0.01363, 0.00000, 0.03329
481.83750, 0.00000, 0.01365, 0.00000, 0.03329
482.05023, 0.00000, 0.01368, 0.00000, 0.03342
482.26296, 0.00000, 0.01370, 0.00000, 0.03354
482.47569, 0.00000, 0.01372, 0.00000, 0.03355
482.68843, 0.00000, 0.01201, 0.00000, 0.03329
482.90116, 0.00000, 0.01203, 0.00000, 0.03341
483.11389, 0.00000, 0.01205, 0.00000, 0.03353
483.32662, 0.00000, 0.01207, 0.00000, 0.03358
483.53935, 0.00000, 0.01209, 0.00000, 0.03371
483.75208, 0.00000, 0.01211, 0.00000, 0.03359
483.96482, 0.00000, 0.01213, 0.00000, 0.03281
484.17755, 0.00000, 0.01215, 0.00000, 0.03293
484.39028, 0.00000, 0.01217, 0.00000, 0.03215
484.60301, 0.00000, 0.01220, 0.00000, 0.03215
484.81574, 0.00000, 0.01222, 0.00000, 0.03137
485.02848, 0.00000, 0.01224, 0.00000, 0.03149
485.24121, 0.00000, 0.01226, 0.00000, 0.03161
485.45394, 0.00000, 0.01228, 0.00000, 0.03161
485.66667, 0.00000, 0.01230, 0.00000, 0.03161
485.87940, 0.00000, 0.01232, 0.00000, 0.03173
486.09213, 0.00000, 0.01235, 0.00000, 0.03184
486.30487, 0.00000, 0.01237, 0.00000, 0.03171
486.51760, 0.00000, 0.01239, 0.00000, 0.03182
486.73033, 0.00000, 0.01241, 0.00000, 0.03194
486.94306, 0.00000, 0.01243, 0.00000, 0.03206
487.15579, 0.00000, 0.01246, 0.00000, 0.03205
487.36853, 0.00000, 0.01248, 0.00000, 0.03217
487.58126, 0.00000, 0.01250, 0.00000, 0.03217
487.79399, 0.00000, 0.01252, 0.00000, 0.03217
488.00672, 0.00000, 0.01254, 0.00000, 0.03217
488.21945, 0.00000, 0.01257, 0.00000, 0.03229
488.43218, 0.00000, 0.01259, 0.00000, 0.03228
488.64492, 0.00000, 0.01261, 0.00000, 0.03240
488.85765, 0.00000, 0.01264, 0.00000, 0.03253
489.07038, 0.00000, 0.01266, 0.00000, 0.03265
489.28311, 0.00000, 0.01268, 0.00000, 0.03250
489.49584, 0.00000, 0.01270, 0.00000, 0.03262
489.70857, 0.00000, 0.01273, 0.00000, 0.03262
489.92131, 0.00000, 0.01275, 0.00000, 0.03262
490.13404, 0.00000, 0.01277, 0.00000, 0.03275
490.34677, 0.00000, 0.01280, 0.00000, 0.03287
490.55950, 0.00000, 0.01282, 0.00000, 0.03300
490.77223, 0.00000, 0.01284, 0.00000, 0.03300
490.98497, 0.00000, 0.01287, 0.00000, 0.03288
491.19770, 0.00000, 0.01289, 0.00000, 0.03474
491.41043, 0.00000, 0.01292, 0.00000, 0.03474
491.62316, 0.00000, 0.01294, 0.00000, 0.03392
491.83589, 0.00000, 0.01296, 0.00000, 0.03391
492.04862, 0.00000, 0.01299, 0.00000, 0.03391
492.26136, 0.00000, 0.01301, 0.00000, 0.03404
492.47409, 0.00000, 0.01304, 0.00000, 0.03417
492.68682, 0.00000, 0.01306, 0.00000, 0.03430
492.89955, 0.00000, 0.01308, 0.00000, 0.03444
493.11228, 0.00000, 0.01311, 0.00000, 0.03444
493.32502, 0.00000, 0.01313, 0.00000, 0.03457
493.53775, 0.00000, 0.01316, 0.00000, 0.03458
493.75048, 0.00000, 0.01318, 0.00000, 0.03471
493.96321, 0.00000, 0.01321, 0.00000, 0.03485
494.17594, 0.00000, 0.01323, 0.00000, 0.03485
494.38867, 0.00000, 0.01326, 0.00000, 0.03486
494.60141, 0.00000, 0.01328, 0.00000, 0.03473
494.81414, 0.00000, 0.01331, 0.00000, 0.03486
495.02687, 0.00000, 0.01333, 0.00000, 0.03403
495.23960, 0.00000, 0.01336, 0.00000, 0.03403
495.45233, 0.00000, 0.01338, 0.00000, 0.03416
495.66506, 0.00000, 0.01341, 0.00000, 0.03401
495.87780, 0.00000, 0.01344, 0.00000, 0.03402
496.09053, 0.00000, 0.01346, 0.00000, 0.03388
496.30326, 0.00000, 0.01349, 0.00000, 0.03388
496.51599, 0.00000, 0.01351, 0.00000, 0.03402
496.72872, 0.00000, 0.01354, 0.00000, 0.03251
496.94146, 0.00000, 0.01357, 0.00000, 0.03264
497.15419, 0.00000, 0.01359, 0.00000, 0.03252
497.36692, 0.00000, 0.01362, 0.00000, 0.03252
497.57965, 0.00000, 0.01365, 0.00000, 0.03265
497.79238, 0.00000, 0.01367, 0.00000, 0.03357
498.00511, 0.00000, 0.01370, 0.00000, 0.03343
498.21785, 0.00000, 0.01373, 0.00000, 0.03329
498.43058, 0.00000, 0.01375, 0.00000, 0.03332
498.64331, 0.00000, 0.01378, 0.00000, 0.03345
498.85604, 0.00000, 0.01381, 0.00000, 0.03358
499.06877, 0.00000, 0.01383, 0.00000, 0.03371
499.28151, 0.00000, 0.01386, 0.00000, 0.03384
499.49424, 0.00000, 0.01389, 0.00000, 0.03383
499.70697, 0.00000, 0.01392, 0.00000, 0.03259
499.91970, 0.00000, 0.01394, 0.00000, 0.03271
500.13243, 0.00000, 0.01397, 0.00000, 0.03272
500.34516, 0.00000, 0.01400, 0.00000, 0.03272
500.55790, 0.00000, 0.01403, 0.00000, 0.03285
500.77063, 0.00000, 0.01406, 0.00000, 0.03272
500.98336, 0.00000, 0.01408, 0.00000, 0.03273
501.19609, 0.00000, 0.01411, 0.00000, 0.03286
501.40882, 0.00000, 0.01414, 0.00000, 0.03287
501.62155, 0.00000, 0.01417, 0.00000, 0.03287
501.83429, 0.00000, 0.01420, 0.00000, 0.03404
502.04702, 0.00000, 0.01423, 0.00000, 0.03389
502.25975, 0.00000, 0.01426, 0.00000, 0.03388
502.47248, 0.00000, 0.01429, 0.00000, 0.03400
502.68521, 0.00000, 0.01431, 0.00000, 0.03387
502.89795, 0.00000, 0.01434, 0.00000, 0.03388
503.11068, 0.00000, 0.01437, 0.00000, 0.03400
503.32341, 0.00000, 0.01232, 0.00000, 0.03320
503.53614, 0.00000, 0.01235, 0.00000, 0.03332
503.74887, 0.00000, 0.01237, 0.00000, 0.03251
503.96160, 0.00000, 0.01240, 0.00000, 0.03170
504.17434, 0.00000, 0.01242, 0.00000, 0.03146
504.38707, 0.00000, 0.01245, 0.00000, 0.03119
504.59980, 0.00000, 0.01247, 0.00000, 0.03118
504.81253, 0.00000, 0.01250, 0.00000, 0.03105
505.02526, 0.00000, 0.01253, 0.00000, 0.03117
505.23800, 0.00000, 0.01255, 0.00000, 0.03036
505.45073, 0.00000, 0.01258, 0.00000, 0.03048
505.66346, 0.00000, 0.01261, 0.00000, 0.03034
505.87619, 0.00000, 0.01263, 0.00000, 0.03046
506.08892, 0.00000, 0.01266, 0.00000, 0.02965
506.30165, 0.00000, 0.01268, 0.00000, 0.02976
506.51439, 0.00000, 0.01271, 0.00000, 0.02965
506.72712, 0.00000, 0.01274, 0.00000, 0.02966
506.93985, 0.00000, 0.01277, 0.00000, 0.02977
507.15258, 0.00000, 0.01279, 0.00000, 0.02978
507.36531, 0.00000, 0.01282, 0.00000, 0.02978
507.57804, 0.00000, 0.01285, 0.00000, 0.02965
507.79078, 0.00000, 0.01288, 0.00000, 0.02976
508.00351, 0.00000, 0.01290, 0.00000, 0.02894
508.21624, 0.00000, 0.01293, 0.00000, 0.02893
508.42897, 0.00000, 0.01296, 0.00000, 0.02904
508.64170, 0.00000, 0.01299, 0.00000, 0.02915
508.85444, 0.00000, 0.01302, 0.00000, 0.02915
509.06717, 0.00000, 0.01304, 0.00000, 0.02926
509.27990, 0.00000, 0.01307, 0.00000, 0.02927
509.49263, 0.00000, 0.01310, 0.00000, 0.02938
509.70536, 0.00000, 0.01313, 0.00000, 0.02939
509.91809, 0.00000, 0.01316, 0.00000, 0.02951
